Time,Charge of the electric vehicle (PV System) 
,kWh
16.10. 20:00,8.4757
16.10. 21:00,7.8953
16.10. 22:00,7.6509
16.10. 23:00,7.6001
17.10. 00:00,7.5815
17.10. 01:00,7.564
17.10. 02:00,7.5613
17.10. 03:00,7.5591
17.10. 04:00,25.011
17.10. 05:00,72.917
17.10. 06:00,73.402
17.10. 07:00,73.4035
17.10. 08:00,0
17.10. 09:00,33.005
17.10. 10:00,77.014
17.10. 11:00,54.222
17.10. 12:00,19.091
17.10. 13:00,0
17.10. 14:00,0
17.10. 15:00,0
17.10. 16:00,0
17.10. 17:00,0
17.10. 18:00,52.702
17.10. 19:00,73.373
17.10. 20:00,64.784
17.10. 21:00,0
17.10. 22:00,7.0081
17.10. 23:00,7.0079
18.10. 00:00,7.0077
18.10. 01:00,7.0075
18.10. 02:00,7.0073
18.10. 03:00,7.0071
18.10. 04:00,7.0069
18.10. 05:00,7.0067
18.10. 06:00,73.402
18.10. 07:00,73.403
18.10. 08:00,21.988
18.10. 09:00,55.005
18.10. 10:00,55.011
18.10. 11:00,32.237
18.10. 12:00,22.002
18.10. 13:00,22.003
18.10. 14:00,0
18.10. 15:00,0
18.10. 16:00,0
18.10. 17:00,0
18.10. 18:00,52.703
18.10. 19:00,73.375
18.10. 20:00,72.563
18.10. 21:00,7.2399
18.10. 22:00,7.8393
18.10. 23:00,7.8391
19.10. 00:00,7.8389
19.10. 01:00,7.8386
19.10. 02:00,7.8384
19.10. 03:00,7.8382
19.10. 04:00,7.8379
19.10. 05:00,7.8377
19.10. 06:00,68.892
19.10. 07:00,73.4036
19.10. 08:00,41.009
19.10. 09:00,77.009
19.10. 10:00,77.016
19.10. 11:00,10.236
19.10. 12:00,0
19.10. 13:00,0
19.10. 14:00,0
19.10. 15:00,0
19.10. 16:00,0
19.10. 17:00,0
19.10. 18:00,52.702
19.10. 19:00,73.372
19.10. 20:00,73.341
19.10. 21:00,10.951
19.10. 22:00,8.1329
19.10. 23:00,7.5917
20.10. 00:00,7.56
20.10. 01:00,7.5587
20.10. 02:00,7.558
20.10. 03:00,7.5577
20.10. 04:00,7.5574
20.10. 05:00,7.5573
20.10. 06:00,7.5572
20.10. 07:00,8.2434
20.10. 08:00,28.257
20.10. 09:00,21.973
20.10. 10:00,27.077
20.10. 11:00,35.765
20.10. 12:00,39.12255
20.10. 13:00,43.50395
20.10. 14:00,73.407
20.10. 15:00,18.402
20.10. 16:00,0
20.10. 17:00,0
20.10. 18:00,0
20.10. 19:00,0
20.10. 20:00,0
20.10. 21:00,0
20.10. 22:00,0
20.10. 23:00,0
21.10. 00:00,0
21.10. 01:00,0
21.10. 02:00,0
21.10. 03:00,0
21.10. 04:00,0
21.10. 05:00,0
21.10. 06:00,0
21.10. 07:00,0
21.10. 08:00,0
21.10. 09:00,0
21.10. 10:00,0
21.10. 11:00,0
21.10. 12:00,0
21.10. 13:00,0
21.10. 14:00,0
21.10. 15:00,0
21.10. 16:00,0
21.10. 17:00,0
21.10. 18:00,0
21.10. 19:00,0
21.10. 20:00,0
21.10. 21:00,0
21.10. 22:00,0
21.10. 23:00,0
22.10. 00:00,0
22.10. 01:00,0
22.10. 02:00,0
22.10. 03:00,0
22.10. 04:00,0
22.10. 05:00,0
22.10. 06:00,0
22.10. 07:00,0
22.10. 08:00,0
22.10. 09:00,33.005
22.10. 10:00,33.011
22.10. 11:00,10.236
22.10. 12:00,0
22.10. 13:00,0
22.10. 14:00,0
22.10. 15:00,0
22.10. 16:00,0
22.10. 17:00,0
22.10. 18:00,0
22.10. 19:00,73.335
22.10. 20:00,73.401
22.10. 21:00,44.85
22.10. 22:00,11.777
22.10. 23:00,8.558
23.10. 00:00,7.5951
23.10. 01:00,7.5625
23.10. 02:00,7.5601
23.10. 03:00,7.5578
23.10. 04:00,7.557
23.10. 05:00,7.5562
23.10. 06:00,7.5561
23.10. 07:00,27.892
23.10. 08:00,44.002
23.10. 09:00,99.009
23.10. 10:00,99.016
23.10. 11:00,48.627
23.10. 12:00,22.002
23.10. 13:00,22.003
23.10. 14:00,0
23.10. 15:00,0
23.10. 16:00,0
23.10. 17:00,0
23.10. 18:00,45.976
23.10. 19:00,73.367
23.10. 20:00,73.333
23.10. 21:00,10.086
23.10. 22:00,8.5189
23.10. 23:00,7.5788
24.10. 00:00,8.0595
24.10. 01:00,8.0592
24.10. 02:00,8.059
24.10. 03:00,8.0587
24.10. 04:00,8.0585
24.10. 05:00,8.0582
24.10. 06:00,26.458
24.10. 07:00,73.4026
24.10. 08:00,0
24.10. 09:00,33.005
24.10. 10:00,33.011
24.10. 11:00,10.236
24.10. 12:00,0
24.10. 13:00,0
24.10. 14:00,0
24.10. 15:00,0
24.10. 16:00,0
24.10. 17:00,0
24.10. 18:00,52.703
24.10. 19:00,73.376
24.10. 20:00,67.835
24.10. 21:00,0
24.10. 22:00,7.3406
24.10. 23:00,7.3404
25.10. 00:00,7.3402
25.10. 01:00,7.34
25.10. 02:00,7.3398
25.10. 03:00,7.3396
25.10. 04:00,7.3394
25.10. 05:00,24.157
25.10. 06:00,72.751
25.10. 07:00,73.4032
25.10. 08:00,44.002
25.10. 09:00,99.009
25.10. 10:00,99.017
25.10. 11:00,32.237
25.10. 12:00,22.002
25.10. 13:00,22.003
25.10. 14:00,0
25.10. 15:00,0
25.10. 16:00,0
25.10. 17:00,0
25.10. 18:00,52.702
25.10. 19:00,73.371
25.10. 20:00,68.146
25.10. 21:00,0
25.10. 22:00,7.3821
25.10. 23:00,7.3819
26.10. 00:00,7.3817
26.10. 01:00,7.3815
26.10. 02:00,7.3813
26.10. 03:00,7.3811
26.10. 04:00,7.3809
26.10. 05:00,7.3807
26.10. 06:00,73.402
26.10. 07:00,73.4033
26.10. 08:00,0
26.10. 09:00,33.005
26.10. 10:00,33.011
26.10. 11:00,10.236
26.10. 12:00,0
26.10. 13:00,0
26.10. 14:00,0
26.10. 15:00,0
26.10. 16:00,0
26.10. 17:00,0
26.10. 18:00,52.702
26.10. 19:00,73.372
26.10. 20:00,73.34
26.10. 21:00,9.2496
26.10. 22:00,7.763
26.10. 23:00,7.6131
27.10. 00:00,7.5663
27.10. 01:00,7.5585
27.10. 02:00,7.5581
27.10. 03:00,7.5578
27.10. 04:00,7.5577
27.10. 05:00,7.5576
27.10. 06:00,7.5575
27.10. 07:00,7.5573
27.10. 08:00,55.41991
27.10. 09:00,73.403
27.10. 10:00,73.405
27.10. 11:00,73.407
27.10. 12:00,0
27.10. 13:00,0
27.10. 14:00,0
27.10. 15:00,0
27.10. 16:00,0
27.10. 17:00,0
27.10. 18:00,0
27.10. 19:00,0
27.10. 20:00,0
27.10. 21:00,0
27.10. 22:00,0
27.10. 23:00,0
28.10. 00:00,0
28.10. 01:00,0
28.10. 02:00,0
28.10. 03:00,0
28.10. 04:00,0
28.10. 05:00,0
28.10. 06:00,0
28.10. 07:00,0
28.10. 08:00,0
28.10. 09:00,0
28.10. 10:00,0
28.10. 11:00,0
28.10. 12:00,0
28.10. 13:00,0
28.10. 14:00,0
28.10. 15:00,0
28.10. 16:00,0
28.10. 17:00,0
28.10. 18:00,0
28.10. 19:00,0
28.10. 20:00,0
28.10. 21:00,0
28.10. 22:00,0
28.10. 23:00,0
29.10. 00:00,0
29.10. 01:00,0
29.10. 02:00,0
29.10. 03:00,0
29.10. 04:00,0
29.10. 05:00,0
29.10. 06:00,0
29.10. 07:00,0
29.10. 08:00,37.653
29.10. 09:00,77.008
29.10. 10:00,77.015
29.10. 11:00,30.762
29.10. 12:00,0
29.10. 13:00,0
29.10. 14:00,0
29.10. 15:00,0
29.10. 16:00,0
29.10. 17:00,0
29.10. 18:00,0
29.10. 19:00,73.338
29.10. 20:00,73.401
29.10. 21:00,40.022
29.10. 22:00,10.423
29.10. 23:00,7.4784
30.10. 00:00,7.9156
30.10. 01:00,7.9153
30.10. 02:00,7.915
30.10. 03:00,7.9148
30.10. 04:00,7.9145
30.10. 05:00,7.9142
30.10. 06:00,7.914
30.10. 07:00,26.8913
30.10. 08:00,33.978
30.10. 09:00,55.005
30.10. 10:00,55.011
30.10. 11:00,32.237
30.10. 12:00,22.002
30.10. 13:00,22.003
30.10. 14:00,0
30.10. 15:00,0
30.10. 16:00,0
30.10. 17:00,0
30.10. 18:00,45.977
30.10. 19:00,73.37
30.10. 20:00,73.338
30.10. 21:00,8.9275
30.10. 22:00,8.1592
30.10. 23:00,7.6676
31.10. 00:00,7.6099
31.10. 01:00,7.5657
31.10. 02:00,7.5581
31.10. 03:00,7.5576
31.10. 04:00,7.5576
31.10. 05:00,24.736
31.10. 06:00,25.667
31.10. 07:00,73.4034
31.10. 08:00,25.419
31.10. 09:00,77.009
31.10. 10:00,33.011
31.10. 11:00,10.236
31.10. 12:00,0
31.10. 13:00,0
31.10. 14:00,0
31.10. 15:00,0
31.10. 16:00,0
31.10. 17:00,0
31.10. 18:00,52.703
31.10. 19:00,73.375
31.10. 20:00,64.413
31.10. 21:00,0
31.10. 22:00,6.9654
31.10. 23:00,6.9652
01.11. 00:00,6.965
01.11. 01:00,6.9648
01.11. 02:00,6.9647
01.11. 03:00,6.9645
01.11. 04:00,6.9643
01.11. 05:00,6.9641
01.11. 06:00,73.402
01.11. 07:00,73.4026
01.11. 08:00,25.983
01.11. 09:00,82.318
01.11. 10:00,99.016
01.11. 11:00,22.001
01.11. 12:00,22.002
01.11. 13:00,16.917
01.11. 14:00,8.2801
01.11. 15:00,0
01.11. 16:00,0
01.11. 17:00,0
01.11. 18:00,52.703
01.11. 19:00,73.377
01.11. 20:00,61.854
01.11. 21:00,0
01.11. 22:00,0
01.11. 23:00,0
02.11. 00:00,0
02.11. 01:00,0
02.11. 02:00,0
02.11. 03:00,0
02.11. 04:00,0
02.11. 05:00,71.915
02.11. 06:00,72.847
02.11. 07:00,73.4036
02.11. 08:00,0
02.11. 09:00,33.003
02.11. 10:00,33.008
02.11. 11:00,24.034
02.11. 12:00,0
02.11. 13:00,0
02.11. 14:00,0
02.11. 15:00,0
02.11. 16:00,0
02.11. 17:00,0
02.11. 18:00,52.702
02.11. 19:00,73.372
02.11. 20:00,73.36
02.11. 21:00,9.1945
02.11. 22:00,7.7138
02.11. 23:00,7.5645
03.11. 00:00,7.559
03.11. 01:00,7.5582
03.11. 02:00,7.558
03.11. 03:00,7.5579
03.11. 04:00,7.5578
03.11. 05:00,7.5578
03.11. 06:00,8.0645
03.11. 07:00,8.06421
03.11. 08:00,49.3396
03.11. 09:00,73.403
03.11. 10:00,68.35888
03.11. 11:00,72.56151
03.11. 12:00,12.395
03.11. 13:00,0
03.11. 14:00,0
03.11. 15:00,0
03.11. 16:00,0
03.11. 17:00,0
03.11. 18:00,0
03.11. 19:00,0
03.11. 20:00,0
03.11. 21:00,0
03.11. 22:00,0
03.11. 23:00,0
04.11. 00:00,0
04.11. 01:00,0
04.11. 02:00,0
04.11. 03:00,0
04.11. 04:00,0
04.11. 05:00,0
04.11. 06:00,0
04.11. 07:00,0
04.11. 08:00,0
04.11. 09:00,0
04.11. 10:00,0
04.11. 11:00,0
04.11. 12:00,0
04.11. 13:00,0
04.11. 14:00,0
04.11. 15:00,0
04.11. 16:00,0
04.11. 17:00,0
04.11. 18:00,0
04.11. 19:00,0
04.11. 20:00,0
04.11. 21:00,0
04.11. 22:00,0
04.11. 23:00,0
05.11. 00:00,0
05.11. 01:00,0
05.11. 02:00,0
05.11. 03:00,0
05.11. 04:00,0
05.11. 05:00,0
05.11. 06:00,0
05.11. 07:00,0
05.11. 08:00,44.002
05.11. 09:00,77.009
05.11. 10:00,77.016
05.11. 11:00,10.236
05.11. 12:00,0
05.11. 13:00,0
05.11. 14:00,0
05.11. 15:00,0
05.11. 16:00,0
05.11. 17:00,0
05.11. 18:00,0
05.11. 19:00,73.356
05.11. 20:00,73.401
05.11. 21:00,43.621
05.11. 22:00,11.433
05.11. 23:00,8.2826
06.11. 00:00,7.7436
06.11. 01:00,7.6282
06.11. 02:00,7.5822
06.11. 03:00,7.5639
06.11. 04:00,7.5571
06.11. 05:00,7.5568
06.11. 06:00,7.5566
06.11. 07:00,36.1721
06.11. 08:00,34.186
06.11. 09:00,98.989
06.11. 10:00,55.011
06.11. 11:00,32.237
06.11. 12:00,22.002
06.11. 13:00,22.003
06.11. 14:00,0
06.11. 15:00,0
06.11. 16:00,0
06.11. 17:00,0
06.11. 18:00,45.976
06.11. 19:00,73.367
06.11. 20:00,73.352
06.11. 21:00,8.9016
06.11. 22:00,8.1344
06.11. 23:00,7.644
07.11. 00:00,7.5865
07.11. 01:00,7.5681
07.11. 02:00,7.5613
07.11. 03:00,7.5589
07.11. 04:00,7.5581
07.11. 05:00,7.5578
07.11. 06:00,25.958
07.11. 07:00,73.403
07.11. 08:00,16.56
07.11. 09:00,67.42616
07.11. 10:00,53.433
07.11. 11:00,14.496
07.11. 12:00,0
07.11. 13:00,0
07.11. 14:00,0
07.11. 15:00,0
07.11. 16:00,0
07.11. 17:00,0
07.11. 18:00,52.704
07.11. 19:00,73.377
07.11. 20:00,63.455
07.11. 21:00,0
07.11. 22:00,0
07.11. 23:00,0
08.11. 00:00,0
08.11. 01:00,0
08.11. 02:00,0
08.11. 03:00,0
08.11. 04:00,0
08.11. 05:00,55.001
08.11. 06:00,73.402
08.11. 07:00,73.403
08.11. 08:00,0
08.11. 09:00,41.158
08.11. 10:00,87.03082
08.11. 11:00,33.85
08.11. 12:00,22.33
08.11. 13:00,20.311
08.11. 14:00,22.002
08.11. 15:00,0
08.11. 16:00,0
08.11. 17:00,0
08.11. 18:00,52.703
08.11. 19:00,73.377
08.11. 20:00,33.83
08.11. 21:00,8.5142
08.11. 22:00,7.9325
08.11. 23:00,7.691
09.11. 00:00,7.5823
09.11. 01:00,7.562
09.11. 02:00,7.5593
09.11. 03:00,7.5585
09.11. 04:00,7.5584
09.11. 05:00,25.941
09.11. 06:00,73.402
09.11. 07:00,73.403
09.11. 08:00,22.922
09.11. 09:00,77.01
09.11. 10:00,53.449
09.11. 11:00,11.814
09.11. 12:00,0
09.11. 13:00,0
09.11. 14:00,0
09.11. 15:00,0
09.11. 16:00,0
09.11. 17:00,0
09.11. 18:00,52.704
09.11. 19:00,73.378
09.11. 20:00,73.35
09.11. 21:00,9.1024
09.11. 22:00,7.6312
09.11. 23:00,7.5685
10.11. 00:00,7.5615
10.11. 01:00,7.5591
10.11. 02:00,7.5583
10.11. 03:00,7.5582
10.11. 04:00,7.5581
10.11. 05:00,7.558
10.11. 06:00,7.558
10.11. 07:00,7.5579
10.11. 08:00,16.548
10.11. 09:00,73.402
10.11. 10:00,73.404
10.11. 11:00,73.405
10.11. 12:00,18.402
10.11. 13:00,7.4215
10.11. 14:00,0
10.11. 15:00,0
10.11. 16:00,0
10.11. 17:00,0
10.11. 18:00,0
10.11. 19:00,0
10.11. 20:00,0
10.11. 21:00,0
10.11. 22:00,0
10.11. 23:00,0
11.11. 00:00,0
11.11. 01:00,0
11.11. 02:00,0
11.11. 03:00,0
11.11. 04:00,0
11.11. 05:00,0
11.11. 06:00,0
11.11. 07:00,0
11.11. 08:00,0
11.11. 09:00,0
11.11. 10:00,0
11.11. 11:00,0
11.11. 12:00,0
11.11. 13:00,0
11.11. 14:00,0
11.11. 15:00,0
11.11. 16:00,0
11.11. 17:00,0
11.11. 18:00,0
11.11. 19:00,0
11.11. 20:00,0
11.11. 21:00,0
11.11. 22:00,0
11.11. 23:00,0
12.11. 00:00,0
12.11. 01:00,0
12.11. 02:00,0
12.11. 03:00,0
12.11. 04:00,0
12.11. 05:00,0
12.11. 06:00,0
12.11. 07:00,0
12.11. 08:00,29.012
12.11. 09:00,76.256
12.11. 10:00,33.011
12.11. 11:00,10.236
12.11. 12:00,0
12.11. 13:00,0
12.11. 14:00,0
12.11. 15:00,0
12.11. 16:00,0
12.11. 17:00,0
12.11. 18:00,0
12.11. 19:00,73.369
12.11. 20:00,73.401
12.11. 21:00,43.494
12.11. 22:00,11.422
12.11. 23:00,8.2729
13.11. 00:00,7.7343
13.11. 01:00,7.6191
13.11. 02:00,7.5732
13.11. 03:00,7.5655
13.11. 04:00,7.5591
13.11. 05:00,7.5581
13.11. 06:00,7.5573
13.11. 07:00,59.97
13.11. 08:00,0
13.11. 09:00,66.505
13.11. 10:00,96.737
13.11. 11:00,44.083
13.11. 12:00,22.001
13.11. 13:00,22.002
13.11. 14:00,11.27
13.11. 15:00,8.2801
13.11. 16:00,0
13.11. 17:00,0
13.11. 18:00,45.976
13.11. 19:00,73.368
13.11. 20:00,63.537
13.11. 21:00,0
13.11. 22:00,0
13.11. 23:00,0
14.11. 00:00,0
14.11. 01:00,0
14.11. 02:00,0
14.11. 03:00,0
14.11. 04:00,0
14.11. 05:00,0
14.11. 06:00,73.401
14.11. 07:00,73.403
14.11. 08:00,0
14.11. 09:00,6.8963
14.11. 10:00,0
14.11. 11:00,6.8957
14.11. 12:00,55.54948
14.11. 13:00,48.18421
14.11. 14:00,8.4486
14.11. 15:00,0
14.11. 16:00,0
14.11. 17:00,0
14.11. 18:00,7.0807
14.11. 19:00,8.1421
14.11. 20:00,7.7827
14.11. 21:00,7.667
14.11. 22:00,7.56
14.11. 23:00,8.0635
15.11. 00:00,8.0633
15.11. 01:00,8.0631
15.11. 02:00,8.0629
15.11. 03:00,71.205
15.11. 04:00,71.958
15.11. 05:00,73.401
15.11. 06:00,73.402
15.11. 07:00,73.403
15.11. 08:00,0
15.11. 09:00,98.989
15.11. 10:00,46.014
15.11. 11:00,48.012
15.11. 12:00,22.001
15.11. 13:00,47.247
15.11. 14:00,9.4545
15.11. 15:00,0
15.11. 16:00,0
15.11. 17:00,0
15.11. 18:00,52.703
15.11. 19:00,73.374
15.11. 20:00,58.717
15.11. 21:00,0
15.11. 22:00,0
15.11. 23:00,0
16.11. 00:00,0
16.11. 01:00,0
16.11. 02:00,0
16.11. 03:00,0
16.11. 04:00,0
16.11. 05:00,70.918
16.11. 06:00,72.862
16.11. 07:00,73.403
16.11. 08:00,0
16.11. 09:00,6.8963
16.11. 10:00,77.01
16.11. 11:00,33.012
16.11. 12:00,0
16.11. 13:00,0
16.11. 14:00,0
16.11. 15:00,0
16.11. 16:00,0
16.11. 17:00,0
16.11. 18:00,52.702
16.11. 19:00,73.37
16.11. 20:00,73.358
16.11. 21:00,9.0117
16.11. 22:00,7.5502
16.11. 23:00,8.0124
17.11. 00:00,8.0121
17.11. 01:00,8.0119
17.11. 02:00,8.0116
17.11. 03:00,8.0114
17.11. 04:00,8.0111
17.11. 05:00,8.0109
17.11. 06:00,8.0106
17.11. 07:00,8.0104
17.11. 08:00,8.0101
17.11. 09:00,19.9285
17.11. 10:00,43.07847
17.11. 11:00,45.19973
17.11. 12:00,29.70123
17.11. 13:00,18.5345
17.11. 14:00,33.18142
17.11. 15:00,42.30209
17.11. 16:00,6.8965
17.11. 17:00,0
17.11. 18:00,0
17.11. 19:00,0
17.11. 20:00,0
17.11. 21:00,0
17.11. 22:00,0
17.11. 23:00,0
18.11. 00:00,0
18.11. 01:00,0
18.11. 02:00,0
18.11. 03:00,0
18.11. 04:00,0
18.11. 05:00,0
18.11. 06:00,0
18.11. 07:00,0
18.11. 08:00,43.097
18.11. 09:00,10.429
18.11. 10:00,0
18.11. 11:00,0
18.11. 12:00,0
18.11. 13:00,0
18.11. 14:00,0
18.11. 15:00,0
18.11. 16:00,0
18.11. 17:00,0
18.11. 18:00,0
18.11. 19:00,0
18.11. 20:00,0
18.11. 21:00,0
18.11. 22:00,0
18.11. 23:00,0
19.11. 00:00,0
19.11. 01:00,0
19.11. 02:00,0
19.11. 03:00,0
19.11. 04:00,0
19.11. 05:00,0
19.11. 06:00,0
19.11. 07:00,0
19.11. 08:00,16.56
19.11. 09:00,51.223
19.11. 10:00,25.3426
19.11. 11:00,6.9
19.11. 12:00,6.9001
19.11. 13:00,6.9001
19.11. 14:00,6.9001
19.11. 15:00,0
19.11. 16:00,0
19.11. 17:00,0
19.11. 18:00,0
19.11. 19:00,73.348
19.11. 20:00,73.402
19.11. 21:00,67.149
19.11. 22:00,0
19.11. 23:00,0
20.11. 00:00,0
20.11. 01:00,0
20.11. 02:00,0
20.11. 03:00,0
20.11. 04:00,0
20.11. 05:00,0
20.11. 06:00,0
20.11. 07:00,54.413
20.11. 08:00,37.382
20.11. 09:00,99.008
20.11. 10:00,99.016
20.11. 11:00,55.24
20.11. 12:00,22.002
20.11. 13:00,22.003
20.11. 14:00,0
20.11. 15:00,0
20.11. 16:00,0
20.11. 17:00,0
20.11. 18:00,45.976
20.11. 19:00,73.367
20.11. 20:00,73.354
20.11. 21:00,7.4149
20.11. 22:00,8.0238
20.11. 23:00,8.0235
21.11. 00:00,8.0233
21.11. 01:00,8.023
21.11. 02:00,8.0228
21.11. 03:00,8.0225
21.11. 04:00,8.0223
21.11. 05:00,8.022
21.11. 06:00,26.422
21.11. 07:00,73.403
21.11. 08:00,19.055
21.11. 09:00,77.01
21.11. 10:00,33.011
21.11. 11:00,10.236
21.11. 12:00,0
21.11. 13:00,0
21.11. 14:00,0
21.11. 15:00,0
21.11. 16:00,0
21.11. 17:00,0
21.11. 18:00,52.704
21.11. 19:00,73.377
21.11. 20:00,58.688
21.11. 21:00,0
21.11. 22:00,0
21.11. 23:00,0
22.11. 00:00,0
22.11. 01:00,0
22.11. 02:00,0
22.11. 03:00,0
22.11. 04:00,0
22.11. 05:00,55.001
22.11. 06:00,73.402
22.11. 07:00,73.403
22.11. 08:00,0
22.11. 09:00,99.01
22.11. 10:00,55.011
22.11. 11:00,32.237
22.11. 12:00,22.002
22.11. 13:00,22.003
22.11. 14:00,0
22.11. 15:00,0
22.11. 16:00,0
22.11. 17:00,0
22.11. 18:00,52.704
22.11. 19:00,73.379
22.11. 20:00,58.242
22.11. 21:00,0
22.11. 22:00,0
22.11. 23:00,0
23.11. 00:00,0
23.11. 01:00,0
23.11. 02:00,0
23.11. 03:00,0
23.11. 04:00,0
23.11. 05:00,73.401
23.11. 06:00,73.402
23.11. 07:00,73.403
23.11. 08:00,0
23.11. 09:00,29.32426
23.11. 10:00,66.11306
23.11. 11:00,77.017
23.11. 12:00,0
23.11. 13:00,0
23.11. 14:00,0
23.11. 15:00,0
23.11. 16:00,0
23.11. 17:00,0
23.11. 18:00,52.703
23.11. 19:00,73.374
23.11. 20:00,64.519
23.11. 21:00,0
23.11. 22:00,7.295
23.11. 23:00,7.2948
24.11. 00:00,7.2946
24.11. 01:00,7.2944
24.11. 02:00,7.2942
24.11. 03:00,7.294
24.11. 04:00,7.2938
24.11. 05:00,7.2936
24.11. 06:00,7.2934
24.11. 07:00,7.2932
24.11. 08:00,15.7065
24.11. 09:00,61.08015
24.11. 10:00,71.47103
24.11. 11:00,72.27068
24.11. 12:00,73.407
24.11. 13:00,8.7741
24.11. 14:00,0
24.11. 15:00,0
24.11. 16:00,0
24.11. 17:00,0
24.11. 18:00,0
24.11. 19:00,0
24.11. 20:00,0
24.11. 21:00,0
24.11. 22:00,0
24.11. 23:00,0
25.11. 00:00,0
25.11. 01:00,0
25.11. 02:00,0
25.11. 03:00,0
25.11. 04:00,0
25.11. 05:00,0
25.11. 06:00,0
25.11. 07:00,0
25.11. 08:00,0
25.11. 09:00,0
25.11. 10:00,0
25.11. 11:00,0
25.11. 12:00,0
25.11. 13:00,0
25.11. 14:00,0
25.11. 15:00,0
25.11. 16:00,0
25.11. 17:00,0
25.11. 18:00,0
25.11. 19:00,0
25.11. 20:00,0
25.11. 21:00,0
25.11. 22:00,0
25.11. 23:00,0
26.11. 00:00,0
26.11. 01:00,0
26.11. 02:00,0
26.11. 03:00,0
26.11. 04:00,0
26.11. 05:00,0
26.11. 06:00,0
26.11. 07:00,0
26.11. 08:00,0
26.11. 09:00,67.1967
26.11. 10:00,77.016
26.11. 11:00,13.084
26.11. 12:00,0
26.11. 13:00,0
26.11. 14:00,0
26.11. 15:00,0
26.11. 16:00,0
26.11. 17:00,0
26.11. 18:00,0
26.11. 19:00,73.357
26.11. 20:00,73.401
26.11. 21:00,39.183
26.11. 22:00,10.201
26.11. 23:00,8.3707
27.11. 00:00,7.8529
27.11. 01:00,7.6176
27.11. 02:00,7.568
27.11. 03:00,7.5603
27.11. 04:00,7.558
27.11. 05:00,7.5576
27.11. 06:00,7.5573
27.11. 07:00,40.497
27.11. 08:00,0
27.11. 09:00,62.423
27.11. 10:00,99.014
27.11. 11:00,43.485
27.11. 12:00,22.001
27.11. 13:00,12.504
27.11. 14:00,0
27.11. 15:00,0
27.11. 16:00,0
27.11. 17:00,0
27.11. 18:00,45.976
27.11. 19:00,73.367
27.11. 20:00,63.527
27.11. 21:00,0
27.11. 22:00,0
27.11. 23:00,0
28.11. 00:00,0
28.11. 01:00,0
28.11. 02:00,0
28.11. 03:00,0
28.11. 04:00,0
28.11. 05:00,0
28.11. 06:00,73.401
28.11. 07:00,73.403
28.11. 08:00,0
28.11. 09:00,41.61404
28.11. 10:00,68.00527
28.11. 11:00,11.792
28.11. 12:00,19.064
28.11. 13:00,0
28.11. 14:00,0
28.11. 15:00,0
28.11. 16:00,0
28.11. 17:00,0
28.11. 18:00,52.705
28.11. 19:00,73.383
28.11. 20:00,9.7522
28.11. 21:00,8.3178
28.11. 22:00,7.7924
28.11. 23:00,7.5544
29.11. 00:00,8.0539
29.11. 01:00,8.0537
29.11. 02:00,8.0535
29.11. 03:00,8.0533
29.11. 04:00,8.0531
29.11. 05:00,73.386
29.11. 06:00,73.402
29.11. 07:00,73.403
29.11. 08:00,0
29.11. 09:00,6.8963
29.11. 10:00,6.8957
29.11. 11:00,6.895
29.11. 12:00,6.8943
29.11. 13:00,27.721
29.11. 14:00,21.3337
29.11. 15:00,22.001
29.11. 16:00,22.001
29.11. 17:00,0
29.11. 18:00,0
29.11. 19:00,7.5619
29.11. 20:00,7.5607
29.11. 21:00,7.56
29.11. 22:00,7.5598
29.11. 23:00,7.5595
30.11. 00:00,8.066
30.11. 01:00,8.0658
30.11. 02:00,8.0656
30.11. 03:00,26.464
30.11. 04:00,73.368
30.11. 05:00,73.335
30.11. 06:00,73.402
30.11. 07:00,73.403
30.11. 08:00,0
30.11. 09:00,28.77637
30.11. 10:00,28.27979
30.11. 11:00,32.953
30.11. 12:00,37.91462
30.11. 13:00,36.11273
30.11. 14:00,27.3778
30.11. 15:00,6.9
30.11. 16:00,0
30.11. 17:00,0
30.11. 18:00,0
30.11. 19:00,7.6265
30.11. 20:00,7.5772
30.11. 21:00,7.5694
30.11. 22:00,7.5628
30.11. 23:00,7.5603
01.12. 00:00,7.5596
01.12. 01:00,8.066
01.12. 02:00,8.0658
01.12. 03:00,8.0656
01.12. 04:00,8.0654
01.12. 05:00,8.0652
01.12. 06:00,8.065
01.12. 07:00,8.0648
01.12. 08:00,8.0646
01.12. 09:00,25.824
01.12. 10:00,21.70654
01.12. 11:00,26.778
01.12. 12:00,35.615
01.12. 13:00,56.472
01.12. 14:00,69.317
01.12. 15:00,39.707
01.12. 16:00,7.621
01.12. 17:00,7.5893
01.12. 18:00,7.5713
01.12. 19:00,7.5644
01.12. 20:00,7.5578
01.12. 21:00,7.5573
01.12. 22:00,7.557
01.12. 23:00,7.5568
02.12. 00:00,7.5567
02.12. 01:00,0
02.12. 02:00,0
02.12. 03:00,0
02.12. 04:00,0
02.12. 05:00,0
02.12. 06:00,0
02.12. 07:00,0
02.12. 08:00,0
02.12. 09:00,14.2338
02.12. 10:00,6.8974
02.12. 11:00,0
02.12. 12:00,15.3401
02.12. 13:00,21.06504
02.12. 14:00,6.897
02.12. 15:00,0
02.12. 16:00,0
02.12. 17:00,0
02.12. 18:00,0
02.12. 19:00,0
02.12. 20:00,0
02.12. 21:00,0
02.12. 22:00,0
02.12. 23:00,0
03.12. 00:00,0
